session_id,auction_tier,date,hour,continuous_game_number,mode,schema_version,duration_seconds,termination_reason,round_count_observed,parse_quality_status,parse_limitation_count,protocol_status,protocol_parser_version,protocol_event_count,protocol_valid_event_count,protocol_unknown_event_count,protocol_schema_mismatch_count,protocol_settlement_valid,settlement_total,settlement_confidence,treasure_count,detected_value_sum,value_sum_difference,value_sum_matches,catalog_assignment_found,catalog_assignment_mode,catalog_independent_of_settlement_total,geometry_source,geometry_settlement_independent,final_occupied_cells,identity_review_item_count,clue_quality_conflict_count,treasure_blue_count,treasure_purple_count,treasure_gold_count,treasure_other_quality_count,treasure_1x1_count,treasure_1x2_count,treasure_2x1_count,treasure_2x2_count,treasure_other_size_count,treasure_value_min,treasure_value_median,treasure_value_mean,treasure_value_max,postgame_review_status,postgame_value_gate_status,postgame_value_gate_matches,final_treasure_review_status
session_eabc24d3f38517c0,S,2026-07-30,3,62,adb-observer,1,72.984,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,3894582,0.976299,42,3894582,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,125,0,0,6,15,13,8,13,4,2,7,16,1420,83752.5,92728.142857,281034,reviewed,matched,true,auto_confirmed
session_6f3cf4d1ccf92738,S,2026-07-30,3,63,adb-observer,1,119.203,final-capture-complete,2,needs_review,3,complete,auction-protocol-v2,33,33,0,0,true,6692770,0.982897,54,6655373,-37397,false,true,classifier,true,yolo26n_background_catalog_scored,true,174,1,0,5,21,19,9,12,5,3,8,26,1420,96008.0,123247.648148,799999,final_total_conflict,mismatched,false,conflict
session_9ce218a291200328,S,2026-07-30,3,64,adb-observer,1,168.078,final-capture-complete,3,complete,3,complete,auction-protocol-v2,52,47,5,0,true,2835463,0.988054,12,2835463,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,42,0,0,1,5,4,2,0,0,1,4,7,3797,79737.0,236288.583333,1680426,reviewed,matched,true,auto_confirmed
session_1a61d05d9a7bebca,S,2026-07-30,3,65,adb-observer,1,215.75,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,80,78,2,0,true,5032255,0.985811,53,5032255,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,174,0,2,13,16,18,6,14,2,7,7,23,1814,71497,94948.207547,452757,reviewed,matched,true,auto_confirmed
session_7dcd966151b8c630,S,2026-07-30,3,66,adb-observer,1,69.187,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,7566591,0.984068,60,7566591,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,195,0,0,16,18,18,8,14,4,8,7,27,2446,71692.0,126109.85,1486670,reviewed,matched,true,auto_confirmed
session_3ba1b0105f71b090,S,2026-07-30,3,67,adb-observer,1,167.297,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,62,61,1,0,true,11589135,0.998697,53,12958843,1369708,false,true,classifier,true,yolo26n_background_catalog_scored,true,184,4,0,8,16,18,11,10,3,5,8,27,1420,67435,244506.471698,2685114,final_total_conflict,mismatched,false,conflict
session_b92d206e043fc3ba,S,2026-07-30,3,68,adb-observer,1,219.531,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,83,77,6,0,true,4691660,0.944114,60,10635024,5943364,false,true,classifier,true,yolo26n_background_catalog_scored,true,207,2,1,13,19,20,8,8,6,7,8,31,3747,72301.5,177250.4,2999999,final_total_conflict,mismatched,false,conflict
session_13b27a2daddf7d1e,S,2026-07-30,3,69,adb-observer,1,132.468,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,3374359,0.978058,36,3374359,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,105,0,0,13,10,9,4,9,6,3,6,12,2446,42389.0,93732.194444,878245,reviewed,matched,true,auto_confirmed
session_efd8e6a4d64847d0,S,2026-07-30,3,70,adb-observer,1,109.344,final-capture-complete,3,complete,3,complete,auction-protocol-v2,49,48,1,0,true,3780136,0.983597,22,3780136,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,81,0,0,2,7,11,2,4,3,1,3,11,6685,95539.5,171824.363636,1486670,reviewed,matched,true,auto_confirmed
session_bb489b1b07408da9,S,2026-07-30,3,71,adb-observer,1,132.453,final-capture-complete,3,complete,3,complete,auction-protocol-v2,50,48,2,0,true,3882110,0.988675,22,3882110,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,67,0,0,2,7,10,3,3,3,4,2,10,1420,106425.0,176459.545455,1635681,reviewed,matched,true,auto_confirmed
session_0081765a2ec7eb3b,S,2026-07-30,3,72,adb-observer,1,54.437,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,15,3,0,true,2192342,0.998301,18,2192342,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,48,0,0,4,5,4,5,8,3,1,2,4,3747,42261.0,121796.777778,886532,reviewed,matched,true,auto_confirmed
session_2a0a88e99c054b94,S,2026-07-30,3,73,adb-observer,1,107.39,final-capture-complete,2,needs_review,3,complete,auction-protocol-v2,37,33,4,0,true,3397829,0.977232,46,3881116,483287,false,true,classifier,true,yolo26n_background_catalog_scored,true,146,1,0,11,18,13,4,8,6,6,3,23,3844,69466.0,84372.086957,489972,final_total_conflict,mismatched,false,conflict
session_798249ef095daa0b,S,2026-07-30,3,74,adb-observer,1,58.718,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,19,18,1,0,true,4470988,0.992905,18,4470988,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,62,1,0,4,5,6,3,3,2,4,2,7,1814,80223.5,248388.222222,3061687,reviewed,matched,true,auto_confirmed
session_ae020e300b1f73f5,S,2026-07-30,3,75,adb-observer,1,113.219,final-capture-complete,2,complete_with_identity_review,3,complete,auction-protocol-v2,33,33,0,0,true,5845740,0.974239,44,5845740,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,155,1,0,8,9,13,14,9,6,4,6,19,2360,71425.0,132857.727273,971708,reviewed,matched,true,auto_confirmed
session_a6efb16ac17a56c4,S,2026-07-30,3,76,adb-observer,1,184.922,final-capture-complete,4,complete,3,complete,auction-protocol-v2,57,56,1,0,true,4192884,0.992465,29,4192884,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,104,0,0,3,13,7,6,5,2,3,5,14,1420,96008,144582.206897,630423,reviewed,matched,true,auto_confirmed
session_58982696f68fd471,S,2026-07-30,3,77,adb-observer,1,64.578,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,3360634,0.98408,45,3360634,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,154,0,0,10,16,13,6,7,7,7,5,19,1420,67435,74680.755556,302326,reviewed,matched,true,auto_confirmed
session_4af67d95fcc9d6e7,S,2026-07-30,3,78,adb-observer,1,123.109,final-capture-complete,2,complete,3,complete,auction-protocol-v2,32,31,1,0,true,4579557,0.986905,45,4579557,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,156,0,0,7,18,17,3,9,5,1,9,21,2446,73106,101767.933333,499425,reviewed,matched,true,auto_confirmed
session_1615a24020b3db61,S,2026-07-30,3,79,adb-observer,1,69.172,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,4188895,0.985821,38,4188895,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,110,0,0,8,10,15,5,9,5,2,6,16,1814,70011.0,110234.078947,886532,reviewed,matched,true,auto_confirmed
session_8a3b9703bb677401,S,2026-07-30,3,80,adb-observer,1,69.937,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,18,18,0,0,true,6876426,0.981984,51,6876426,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,162,2,0,8,14,19,10,9,9,8,5,20,1814,79737,134831.882353,1307336,reviewed,matched,true,auto_confirmed
session_6ee0b003e7e0d5a9,S,2026-07-30,3,81,adb-observer,1,106.937,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,9320953,0.990325,43,9320953,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,137,0,0,12,13,11,7,8,6,6,9,14,1814,69744,216766.348837,2685114,reviewed,matched,true,auto_confirmed
session_c628225c173e9a71,S,2026-07-30,3,82,adb-observer,1,199.468,final-capture-complete,5,complete,3,complete,auction-protocol-v2,81,78,3,0,true,2694783,0.976515,30,2694783,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,94,0,0,7,10,10,3,7,4,4,2,13,3844,64024.5,89826.1,302326,reviewed,matched,true,auto_confirmed
session_9dbadbf706490b25,S,2026-07-30,4,83,adb-observer,1,183.937,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,62,62,0,0,true,4046582,0.977636,43,4528100,481518,false,true,classifier,true,yolo26n_background_catalog_scored,true,133,1,0,12,14,12,5,10,5,4,6,18,3797,92730,105304.651163,489972,final_total_conflict,mismatched,false,conflict
session_07a1800a17b6ffca,S,2026-07-30,4,84,adb-observer,1,171.906,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,3988485,0.985914,29,3988485,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,112,0,0,8,8,11,2,3,5,2,2,17,2360,102347,137533.965517,878245,reviewed,matched,true,auto_confirmed
session_48b3661c0a10c25a,S,2026-07-30,4,85,adb-observer,1,134.343,final-capture-complete,3,complete,3,complete,auction-protocol-v2,53,47,6,0,true,2753600,0.98674,26,2753600,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,89,0,0,7,11,6,2,3,1,4,4,14,8454,79737.0,105907.692308,776546,reviewed,matched,true,auto_confirmed
session_02d6242a323c0fbf,S,2026-07-30,4,86,adb-observer,1,149.828,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,2723263,0.996572,22,2723263,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,80,0,0,2,7,7,6,4,1,2,4,11,3797,65179.0,123784.681818,992601,reviewed,matched,true,auto_confirmed
session_a61debf9d73c233d,S,2026-07-30,4,87,adb-observer,1,114.375,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,48,0,0,true,1178782,0.984553,11,1178782,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,42,0,0,3,3,4,1,2,0,3,1,5,6685,96819,107162.0,302326,reviewed,matched,true,auto_confirmed
session_37c515ca85eda555,S,2026-07-30,4,88,adb-observer,1,193.094,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,65,63,2,0,true,6204251,0.995926,60,6968626,764375,false,true,classifier,true,yolo26n_background_catalog_scored,true,198,1,1,9,21,20,10,12,13,5,3,27,1420,71497.0,116143.766667,1307336,final_total_conflict,mismatched,false,conflict
session_c6be9e7b580c5def,S,2026-07-30,4,89,adb-observer,1,180.531,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,62,62,0,0,true,3383279,0.975316,40,3481346,98067,false,true,classifier,true,yolo26n_background_catalog_scored,true,152,1,0,5,16,14,5,8,1,4,8,19,5567,82113.5,87033.65,240927,final_total_conflict,mismatched,false,conflict
session_2b0e6d1463db3f31,S,2026-07-30,4,90,adb-observer,1,221.797,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,60,60,0,0,true,5549825,0.965285,29,5512428,-37397,false,true,classifier,true,yolo26n_background_catalog_scored,true,100,0,0,6,10,9,4,2,3,3,5,16,3797,73106,190083.724138,1486670,final_total_conflict,mismatched,false,conflict
session_95bba12f9509f552,S,2026-07-30,4,91,adb-observer,1,193.656,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,63,62,1,0,true,5784287,0.96794,59,6511775,727488,false,true,classifier,true,yolo26n_background_catalog_scored,true,187,2,3,15,15,17,12,10,8,4,12,25,1420,67435,110369.067797,776546,final_total_conflict,mismatched,false,conflict
session_7b5b24dd1cd84327,S,2026-07-30,4,92,adb-observer,1,186.594,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,3342668,0.978786,36,3342668,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,126,0,0,7,14,9,6,3,9,1,7,16,1420,47954.0,92851.888889,776546,reviewed,matched,true,auto_confirmed
session_c376dcf893849b23,S,2026-07-30,4,93,adb-observer,1,168.187,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,3136932,0.987518,34,3136932,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,108,0,0,6,10,12,6,8,1,3,8,14,1814,70278.0,92262.705882,630423,reviewed,matched,true,auto_confirmed
session_5389034ad97afc9b,S,2026-07-30,4,94,adb-observer,1,132.141,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,47,1,0,true,6455461,0.990851,37,6455461,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,135,0,0,9,14,10,4,3,4,1,8,21,2446,67435,174471.918919,2539483,reviewed,matched,true,auto_confirmed
session_896caedfa5b72c44,S,2026-07-30,4,95,adb-observer,1,73.953,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,18,18,0,0,true,6337806,0.978861,48,6337806,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,143,1,0,9,13,21,5,13,5,1,10,19,1420,101478.5,132037.625,1083805,reviewed,matched,true,auto_confirmed
session_ef53d6bec31d6285,S,2026-07-30,4,96,adb-observer,1,172.297,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,48,48,0,0,true,5983212,0.989658,31,5983212,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,102,2,0,5,10,9,7,4,2,1,5,19,1814,70278,193006.83871,2557820,reviewed,matched,true,auto_confirmed
session_30259c39ade87a45,S,2026-07-30,4,97,adb-observer,1,93.922,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,3807568,0.97607,32,3807568,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,102,0,0,7,10,10,5,3,7,1,8,13,1420,76421.5,118986.5,776546,reviewed,matched,true,auto_confirmed
session_e447d1b3574048d9,S,2026-07-30,4,98,adb-observer,1,209.219,final-capture-complete,3,complete,3,complete,auction-protocol-v2,56,52,4,0,true,3223251,0.998597,29,3223251,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,83,0,0,3,14,11,1,5,7,3,1,13,1420,96008,111146.586207,302326,reviewed,matched,true,auto_confirmed
session_1deb42cad958ed46,S,2026-07-30,4,99,adb-observer,1,900.312,max-seconds,3,,,partial,auction-protocol-v2,67,62,5,0,false,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_62ba89f9a1fcff12,S,2026-07-30,8,1,adb-observer,1,210.641,final-capture-complete,5,complete_with_identity_review,3,complete,auction-protocol-v2,84,79,5,0,true,2931339,0.990331,14,2931339,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,53,1,0,2,6,3,3,1,1,1,3,8,3747,71692.0,209381.357143,1878833,reviewed,matched,true,auto_confirmed
session_57ea1be8ec1cd902,S,2026-07-30,8,2,adb-observer,1,184.703,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,58,57,1,0,true,5621361,0.985559,61,5764490,143129,false,true,classifier,true,yolo26n_background_catalog_scored,true,195,2,0,13,23,18,7,20,5,2,5,29,1814,71497,94499.836066,1486670,final_total_conflict,mismatched,false,conflict
session_943b0fe13ffc064c,S,2026-07-30,9,3,adb-observer,1,139.765,final-capture-complete,3,needs_review,3,complete,auction-protocol-v2,44,43,1,0,true,6506508,0.932257,45,6057595,-448913,false,true,classifier,true,yolo26n_background_catalog_scored,true,153,1,0,9,17,7,12,11,3,5,9,17,3747,60614,134613.222222,1878833,final_total_conflict,mismatched,false,conflict
session_cbb4d2bbf015a8f1,S,2026-07-30,9,4,adb-observer,1,53.703,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,3612543,0.986337,20,3612543,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,52,0,0,3,9,6,2,6,1,1,3,9,2446,98067.0,180627.15,1680426,reviewed,matched,true,auto_confirmed
session_434ec36c302da625,S,2026-07-30,9,5,adb-observer,1,222.515,final-capture-complete,5,complete,3,complete,auction-protocol-v2,79,78,1,0,true,5402144,0.988651,36,5402144,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,140,0,0,2,10,17,7,5,6,2,5,18,1420,122128.5,150059.555556,992601,reviewed,matched,true,auto_confirmed
session_afcd8d2d63edc075,S,2026-07-30,9,6,adb-observer,1,90.641,final-capture-complete,2,complete,3,complete,auction-protocol-v2,32,32,0,0,true,3229828,0.998076,18,3229828,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,60,0,0,2,6,5,5,2,2,3,3,8,6685,52794.0,179434.888889,1956574,reviewed,matched,true,auto_confirmed
session_37774c726de0dbb1,S,2026-07-30,9,7,adb-observer,1,122.453,final-capture-complete,1,complete,3,complete,auction-protocol-v2,19,18,1,0,true,4235957,0.985861,48,4235957,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,139,0,0,11,14,17,6,11,8,5,3,21,3844,68856.5,88249.104167,438654,reviewed,matched,true,auto_confirmed
session_68b0c59d3f6f63f7,S,2026-07-30,9,8,adb-observer,1,216.016,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,78,0,0,true,1917346,0.990994,14,1917346,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,48,0,0,2,5,5,2,1,3,3,2,5,6685,78295.0,136953.285714,878245,reviewed,matched,true,auto_confirmed
session_d7fb6aa3bcd2ff57,S,2026-07-30,9,9,adb-observer,1,125.016,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,48,0,0,true,3412175,0.99536,21,3412175,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,61,0,0,2,7,5,7,6,4,1,3,7,1420,60018,162484.52381,1878833,reviewed,matched,true,auto_confirmed
session_ef0a77040db7eaeb,S,2026-07-30,9,10,adb-observer,1,105.453,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,2933469,0.992962,36,2933469,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,103,0,0,6,12,11,7,9,7,4,6,10,2360,68589.5,81485.25,381262,reviewed,matched,true,auto_confirmed
session_a64d2065c938801b,S,2026-07-30,9,11,adb-observer,1,292.547,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,48,47,1,0,true,4968559,0.970447,35,4968559,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,124,2,0,8,9,11,7,5,3,6,5,16,2446,96008,141958.828571,1083805,reviewed,matched,true,auto_confirmed
session_da5a5ebaadbd81c0,S,2026-07-30,9,12,adb-observer,1,202.282,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,55,54,1,0,true,4576613,0.99215,35,4576613,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,123,1,0,9,12,9,5,5,4,4,9,13,5567,79737,130760.371429,878245,reviewed,matched,true,auto_confirmed
session_d810b0713f5c3618,S,2026-07-30,9,13,adb-observer,1,251.609,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,5960825,0.993688,61,6646394,685569,false,true,classifier,true,yolo26n_background_catalog_scored,true,186,3,5,18,15,23,5,16,8,7,8,22,2446,85093,108957.278689,776546,final_total_conflict,mismatched,false,conflict
session_e28ae36674e8adcb,S,2026-07-30,9,14,adb-observer,1,117.5,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,2765678,0.974184,23,2765678,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,74,0,0,3,8,9,3,3,4,5,2,9,4507,70278,120246.869565,971708,reviewed,matched,true,auto_confirmed
session_b28abf7d82c60aac,S,2026-07-30,9,15,adb-observer,1,157.625,final-capture-complete,4,complete,3,complete,auction-protocol-v2,64,63,1,0,true,3762408,0.989772,10,3762408,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,41,0,0,1,4,3,2,0,0,2,1,7,2446,94774.5,376240.8,2999999,reviewed,matched,true,auto_confirmed
session_0f1326bac82da53f,S,2026-07-30,9,16,adb-observer,1,57.391,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,19,18,1,0,true,5361402,0.984209,21,5368681,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,77,1,0,2,4,11,4,3,3,3,2,10,1420,110503,255651.47619,2999999,final_total_conflict,mismatched,false,conflict
session_1ae2f9413dbb8063,S,2026-07-30,9,17,adb-observer,1,173.5,final-capture-complete,4,complete,3,complete,auction-protocol-v2,57,56,1,0,true,5358405,0.971335,45,5358405,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,143,0,0,8,17,12,8,9,4,5,11,16,1814,67435,119075.666667,992601,reviewed,matched,true,auto_confirmed
session_4aba6d06d74162e3,S,2026-07-30,9,18,adb-observer,1,98.266,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,3548695,0.981547,22,3548695,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,79,0,0,3,8,9,2,5,0,0,5,12,2360,87872.5,161304.318182,1293299,reviewed,matched,true,auto_confirmed
session_7b237f7b8eaed0fa,S,2026-07-30,9,19,adb-observer,1,79.968,final-capture-complete,2,complete_with_identity_review,3,complete,auction-protocol-v2,33,33,0,0,true,2189764,0.993948,27,2189764,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,65,1,0,5,8,7,7,9,2,6,4,6,1814,47954,81102.37037,283538,reviewed,matched,true,auto_confirmed
session_e8c96506209441e4,S,2026-07-30,9,20,adb-observer,1,172.656,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,62,61,1,0,true,3447596,0.978618,25,3454875,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,91,1,0,5,7,8,5,4,3,1,1,16,1420,67435,138195.0,1587435,final_total_conflict,mismatched,false,conflict
session_2638fc8a16e272b8,S,2026-07-30,9,21,adb-observer,1,199.171,final-capture-complete,4,complete,3,complete,auction-protocol-v2,60,60,0,0,true,3151715,0.997327,35,3151715,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,114,0,0,8,11,11,5,5,5,3,6,16,3797,67435,90049.0,281034,reviewed,matched,true,auto_confirmed
session_e2458a53de56932d,S,2026-07-30,9,22,adb-observer,1,244.36,protocol-settlement-complete,5,,,complete,auction-protocol-v2,78,78,0,0,true,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_3d47b76ec6002358,S,2026-07-30,22,1,adb-observer,1,221.906,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,77,77,0,0,true,2754916,0.98974,40,5752555,2997639,false,true,classifier,true,yolo26n_background_catalog_scored,true,158,1,0,12,13,10,5,2,3,8,5,22,5567,56185.0,143813.875,2999999,final_total_conflict,mismatched,false,conflict
session_e3044c44b8f25ff8,S,2026-07-30,22,2,adb-observer,1,171.594,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,62,62,0,0,true,5296777,0.985569,31,5296777,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,96,1,0,7,10,9,5,8,1,5,4,13,2446,71497,170863.774194,2685114,reviewed,matched,true,auto_confirmed
session_10891868336b6414,S,2026-07-30,22,3,adb-observer,1,188.078,final-capture-complete,5,complete,3,complete,auction-protocol-v2,82,78,4,0,true,3391642,0.989705,29,3391642,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,88,0,0,6,10,9,4,8,5,2,3,11,1814,67435,116953.172414,971708,reviewed,matched,true,auto_confirmed
session_c1326bd77f4711d7,S,2026-07-30,22,4,adb-observer,1,204.484,final-capture-complete,4,complete,3,complete,auction-protocol-v2,62,62,0,0,true,5645955,0.986901,39,5645955,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,129,0,0,9,14,10,6,8,6,1,8,16,1420,47954,144768.076923,2394967,reviewed,matched,true,auto_confirmed
session_461bf47fd55fc5db,S,2026-07-30,22,5,adb-observer,1,146.312,final-capture-complete,3,needs_review,3,complete,auction-protocol-v2,49,48,1,0,true,4216117,0.996947,30,4256899,40782,false,true,classifier,true,yolo26n_background_catalog_scored,true,99,1,0,6,10,9,5,6,4,3,4,13,2446,70887.5,141896.633333,1587435,final_total_conflict,mismatched,false,conflict
session_d9f321711bdda128,S,2026-07-30,22,6,adb-observer,1,126.375,final-capture-complete,3,complete,3,complete,auction-protocol-v2,50,48,2,0,true,3038808,0.976565,25,3038808,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,85,0,0,4,8,8,5,6,2,3,3,11,1814,69744,121552.32,799999,reviewed,matched,true,auto_confirmed
session_a378f5e41b6f97d7,S,2026-07-30,22,1,adb-observer,1,116.843,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,5842821,0.988698,30,5842821,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,79,0,0,4,11,8,7,12,3,1,5,9,3797,74740.5,194760.7,1680426,reviewed,matched,true,auto_confirmed
session_eaa3acd31c37264c,S,2026-07-30,22,2,adb-observer,1,82.563,final-capture-complete,2,complete_with_identity_review,3,complete,auction-protocol-v2,33,33,0,0,true,5683928,0.958074,20,5683928,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,72,1,0,1,7,7,5,2,7,1,0,10,1420,91804.5,284196.4,3061687,reviewed,matched,true,auto_confirmed
session_fbe9f7c4579f0b3a,S,2026-07-30,22,3,adb-observer,1,168.953,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,5333450,0.978111,34,5333450,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,112,0,0,6,14,8,6,7,3,3,3,18,1814,79737.0,156866.176471,1956574,reviewed,matched,true,auto_confirmed
session_9e9817c31e271aad,S,2026-07-30,22,4,adb-observer,1,260.922,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,77,77,0,0,true,6815239,0.98407,53,6820910,5671,false,true,classifier,true,yolo26n_background_catalog_scored,true,177,1,0,14,19,11,9,10,4,9,3,27,1814,73106,128696.415094,1307336,final_total_conflict,mismatched,false,conflict
session_536008e182292384,S,2026-07-30,23,5,adb-observer,1,150.36,final-capture-complete,3,complete,3,complete,auction-protocol-v2,50,45,5,0,true,2345736,0.973994,25,2345736,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,77,0,0,4,12,5,4,8,3,0,3,11,1420,60614,93829.44,499425,reviewed,matched,true,auto_confirmed
session_9eab52312539123b,S,2026-07-30,23,6,adb-observer,1,182.281,final-capture-complete,3,complete,3,complete,auction-protocol-v2,50,48,2,0,true,4122154,0.999119,38,4122154,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,132,0,0,6,14,15,3,8,7,2,1,20,2360,82415.0,108477.736842,364855,reviewed,matched,true,auto_confirmed
session_620d570a2f55e532,S,2026-07-30,23,7,adb-observer,1,65.672,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,18,18,0,0,true,4272869,0.983889,46,4280359,7490,false,true,classifier,true,yolo26n_background_catalog_scored,true,145,1,0,13,14,16,3,12,5,3,6,20,2446,77418.5,93051.282609,281034,final_total_conflict,mismatched,false,conflict
session_04f65be8be3b1cbc,S,2026-07-30,23,8,adb-observer,1,202.016,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,48,48,0,0,true,5372552,0.958785,60,5372552,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,180,1,0,12,24,15,9,13,6,6,8,27,1420,70620.5,89542.533333,713390,reviewed,matched,true,auto_confirmed
session_2dd09d883f81c1e3,S,2026-07-30,23,9,adb-observer,1,220.875,final-capture-complete,5,complete_with_identity_review,3,complete,auction-protocol-v2,80,76,4,0,true,5263454,0.985007,39,5263454,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,130,1,0,6,11,16,6,6,5,5,8,15,1814,96008,134960.358974,1080961,reviewed,matched,true,auto_confirmed
