session_id,round,scope,event_code,effect,event_template,group_dimension,group_value,validator,value_scale,observed_value,reported_item_count,reported_cell_count,quality_codes,catalog_item_count,validation_expected,validation_matches,capture_sequence
session_d8b035cd3d70d87b,1,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[3],1,1,True,951
session_d8b035cd3d70d87b,2,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,7,42,[],0,7,True,959
session_d8b035cd3d70d87b,2,personal,1807,size_average_value,计算本局所有规格为3×1的藏品平均价值,size,3x1,size_3x1_average_value,1,69661,0,0,[],0,69661.0,True,962
session_d8b035cd3d70d87b,3,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,799999,0,0,[],0,799999.0,True,975
session_d8b035cd3d70d87b,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 4]",0,2,True,979
session_d8b035cd3d70d87b,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,5,5,[],0,5,True,989
session_d8b035cd3d70d87b,4,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[1],1,1,True,994
session_028991f8cba377fe,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,13,[3],3,3,True,1011
session_028991f8cba377fe,1,personal,302,quality_item_count,显示本局蓝色品质藏品数量,quality,蓝,quality_蓝_count,1,2,0,0,[],0,2,True,1018
session_028991f8cba377fe,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,2,12,[],0,2,True,1026
session_028991f8cba377fe,2,personal,1802,size_average_value,计算本局所有规格为1×2的藏品平均价值,size,1x2,size_1x2_average_value,1,172544,0,0,[],0,172544.5,True,1030
session_028991f8cba377fe,3,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,2685114,0,0,[],0,2685114,True,1041
session_028991f8cba377fe,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1046
session_028991f8cba377fe,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,3,3,[],0,3,True,1056
session_028991f8cba377fe,4,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,23010,0,0,[],0,23010,True,1061
session_028991f8cba377fe,5,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,1267809,0,0,[],0,1267809,True,1071
session_028991f8cba377fe,5,personal,1702,reveal_position_by_quality,显示所有蓝色品质藏品的位置,quality,蓝,quality_蓝_count,1,0,2,2,[],0,2,True,1075
session_2aed0c320596c59a,1,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,102347,0,0,[],0,102347.0,True,1092
session_2aed0c320596c59a,1,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,625542,0,0,[],0,625542,True,1098
session_29631bc0c4a82719,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,8,8,[],0,8,True,1114
session_29631bc0c4a82719,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 2]",0,2,True,1121
session_710ef9a52b34f494,1,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,2,2,[],0,2,True,1135
session_710ef9a52b34f494,1,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,325,0,0,[],0,325.0,True,1142
session_710ef9a52b34f494,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,4,24,[],0,4,True,1150
session_710ef9a52b34f494,2,personal,1804,size_average_value,计算本局所有规格为2×1的藏品平均价值,size,2x1,size_2x1_average_value,1,357216,0,0,[],0,357216.333333,True,1155
session_710ef9a52b34f494,3,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,7,7,[],0,7,True,1165
session_710ef9a52b34f494,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1170
session_710ef9a52b34f494,4,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,1,4,[],0,1,True,1180
session_710ef9a52b34f494,4,personal,601,quality_total_value,计算本局白色品质藏品总价值,quality,白,quality_白_total_value,1,20797,0,0,[],0,20797,True,1185
session_85a606e202dc6d4d,1,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[1, 3, 4]",0,5,True,1201
session_85a606e202dc6d4d,1,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,600,0,0,[],0,600.0,True,1206
session_97a9720ae79bb465,1,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,2700104,0,0,[],0,2700104,True,1222
session_97a9720ae79bb465,1,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1227
session_97a9720ae79bb465,2,public,103,reveal_outline_by_size,显示所有规格为1×3的藏品轮廓,size,1x3,size_1x3_count,1,0,11,33,[],0,11,True,1237
session_97a9720ae79bb465,2,personal,1807,size_average_value,计算本局所有规格为3×1的藏品平均价值,size,3x1,size_3x1_average_value,1,107763,0,0,[],0,107763.625,False,1242
session_97a9720ae79bb465,3,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,170,0,0,[],0,170,True,1252
session_97a9720ae79bb465,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 2]",0,2,True,1257
session_97a9720ae79bb465,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,7,14,[],0,7,True,1267
session_97a9720ae79bb465,4,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[3],0,2,True,1272
session_97a9720ae79bb465,5,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[1, 2, 4]",0,5,True,1282
session_97a9720ae79bb465,5,personal,1701,reveal_position_by_quality,显示所有白色品质藏品的位置,quality,白,quality_白_count,1,0,3,3,[],0,3,True,1287
session_23117a8abb773a94,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,18,18,[],0,18,True,1307
session_23117a8abb773a94,1,personal,1901,quality_average_area,计算本局所有白色品质藏品的平均占用格数,quality,白,quality_白_average_area,100,220,0,0,[],0,220.0,True,1314
session_23117a8abb773a94,2,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,4,24,[],0,4,True,1322
session_23117a8abb773a94,2,personal,1808,size_average_value,计算本局所有规格为3×2的藏品平均价值,size,3x2,size_3x2_average_value,1,98748,0,0,[],0,98748.5,True,1326
session_9a7eca68433d65de,1,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,452757,0,0,[],0,452757.0,True,1345
session_9a7eca68433d65de,1,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,943780,0,0,[],0,943780,True,1352
session_9a7eca68433d65de,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,3,9,[],0,3,True,1360
session_9a7eca68433d65de,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[3],1,1,True,1364
session_9a7eca68433d65de,3,public,701,reveal_largest_area_item_outline,显示本局占格数最多的藏品轮廓,global,largest_area_item,fixed_item_count,1,0,1,6,[],0,1,True,1375
session_9a7eca68433d65de,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[1],1,1,True,1382
session_92d9244660f8d956,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,4,"[1, 2, 4]",3,3,True,1396
session_92d9244660f8d956,1,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[4],1,1,True,1402
session_9989024b84c9054a,1,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,2,2,[],0,2,True,1418
session_9989024b84c9054a,1,personal,303,quality_item_count,显示本局紫色品质藏品数量,quality,紫,quality_紫_count,1,8,0,0,[],0,8,True,1425
session_9989024b84c9054a,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,4,12,[],0,4,True,1434
session_9989024b84c9054a,2,personal,1806,size_average_value,计算本局所有规格为2×3的藏品平均价值,size,2x3,size_2x3_average_value,1,232793,0,0,[],0,232793.333333,True,1438
session_9989024b84c9054a,3,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,8,"[2, 4, 5]",3,3,True,1449
session_9989024b84c9054a,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1452
session_9989024b84c9054a,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,4,8,[],0,4,True,1465
session_9989024b84c9054a,4,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,668397,0,0,[],0,668397,True,1469
session_36fd223d893b0278,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,7,7,[],0,7,True,1487
session_36fd223d893b0278,1,personal,601,quality_total_value,计算本局白色品质藏品总价值,quality,白,quality_白_total_value,1,6987,0,0,[],0,6987,True,1495
session_33a7b391b7b2da39,1,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,1509
session_33a7b391b7b2da39,1,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[1],1,1,True,1516
session_33a7b391b7b2da39,2,public,102,reveal_outline_by_size,显示所有规格为1×2的藏品轮廓,size,1x2,size_1x2_count,1,0,4,8,[],0,4,True,1524
session_33a7b391b7b2da39,2,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1528
session_33a7b391b7b2da39,3,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,7,0,0,[],0,7,True,1539
session_33a7b391b7b2da39,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[4],0,2,True,1543
session_33a7b391b7b2da39,4,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,2,12,[],0,2,True,1554
session_33a7b391b7b2da39,4,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,4,[3],1,1,True,1558
session_33a7b391b7b2da39,5,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,353235,0,0,[],0,353235.5,False,1569
session_33a7b391b7b2da39,5,personal,1701,reveal_position_by_quality,显示所有白色品质藏品的位置,quality,白,quality_白_count,1,0,2,2,[],0,2,True,1576
session_d6280ea482493419,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,6,6,[],0,6,True,1590
session_d6280ea482493419,1,personal,1901,quality_average_area,计算本局所有白色品质藏品的平均占用格数,quality,白,quality_白_average_area,100,100,0,0,[],0,100.0,True,1598
session_d6280ea482493419,2,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,4,4,[],0,4,True,1608
session_d6280ea482493419,2,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[4],0,2,True,1613
session_d6280ea482493419,3,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,822290,0,0,[],0,822290,True,1632
session_d6280ea482493419,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1636
session_d6280ea482493419,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,1,2,[],0,1,True,1650
session_d6280ea482493419,4,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,280,0,0,[],0,280.0,True,1657
session_05b997beef865d16,1,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[2, 3, 4]",0,5,True,1673
session_05b997beef865d16,1,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,324296,0,0,[],0,324296,True,1678
session_05b997beef865d16,2,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,3,18,[],0,3,True,1690
session_05b997beef865d16,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,3,[3],1,1,True,1696
session_05b997beef865d16,3,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,799999,0,0,[],0,799999.0,True,1704
session_05b997beef865d16,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[2],1,1,True,1708
session_05b997beef865d16,4,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,8,24,[],0,8,True,1717
session_05b997beef865d16,4,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,188,0,0,[],0,188.235294,True,1721
session_05b997beef865d16,5,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,5,"[1, 3, 4]",3,3,True,1730
session_05b997beef865d16,5,personal,1703,reveal_position_by_quality,显示所有紫色品质藏品的位置,quality,紫,quality_紫_count,1,0,13,13,[],0,13,True,1734
session_a1d1086ac114a0e6,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,6,6,[],0,6,True,1749
session_a1d1086ac114a0e6,1,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,1756
session_a1d1086ac114a0e6,2,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,5,20,[],0,5,True,1764
session_a1d1086ac114a0e6,2,personal,1805,size_average_value,计算本局所有规格为2×2的藏品平均价值,size,2x2,size_2x2_average_value,1,121872,0,0,[],0,121872.6,False,1768
session_a1d1086ac114a0e6,3,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,284912,0,0,[],0,284912,True,1780
session_a1d1086ac114a0e6,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[3],0,2,True,1783
session_a1d1086ac114a0e6,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,1,1,[],0,2,False,1793
session_a1d1086ac114a0e6,4,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[2],1,1,True,1797
session_4c953fd43aced094,1,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,1492660,0,0,[],0,1492660,True,1812
session_4c953fd43aced094,1,personal,303,quality_item_count,显示本局紫色品质藏品数量,quality,紫,quality_紫_count,1,10,0,0,[],0,10,True,1819
session_4c953fd43aced094,2,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,3,12,[],0,3,True,1827
session_4c953fd43aced094,2,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 3]",0,2,True,1831
session_23a9ed2fd748e9b9,1,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[1, 2, 3, 5]",0,5,True,1848
session_23a9ed2fd748e9b9,1,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,150,0,0,[],0,150.0,True,1855
session_57a6cabe198e67e9,1,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,1307336,0,0,[],0,1307336,True,1869
session_57a6cabe198e67e9,1,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[2],1,1,True,1876
session_57a6cabe198e67e9,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,2,6,[],0,2,True,1884
session_57a6cabe198e67e9,2,personal,1801,size_average_value,计算本局所有规格为1×1的藏品平均价值,size,1x1,size_1x1_average_value,1,218900,0,0,[],0,218900.333333,True,1887
session_57a6cabe198e67e9,3,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,1,1,[],0,1,True,1899
session_57a6cabe198e67e9,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[3, 4]",0,2,True,1903
session_13de07af843234a5,1,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,381262,0,0,[],0,381262,True,1920
session_13de07af843234a5,1,personal,302,quality_item_count,显示本局蓝色品质藏品数量,quality,蓝,quality_蓝_count,1,1,0,0,[],0,1,True,1924
session_c1da95551b35c26d,1,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,799999,0,0,[],0,799999,True,1941
session_c1da95551b35c26d,1,personal,1904,quality_average_area,计算本局所有金色品质藏品的平均占用格数,quality,金,quality_金_average_area,100,287,0,0,[],0,287.5,False,1946
session_c1da95551b35c26d,2,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,5,10,[],0,5,True,1956
session_c1da95551b35c26d,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[4],1,1,True,1960
session_c1da95551b35c26d,3,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,8,8,[],0,8,True,1971
session_c1da95551b35c26d,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[4],1,1,True,1976
session_c1da95551b35c26d,4,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,6,24,[],0,6,True,1986
session_c1da95551b35c26d,4,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,210,0,0,[],0,210.0,True,1990
session_c1da95551b35c26d,5,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,8,0,0,[],0,8,True,2001
session_c1da95551b35c26d,5,personal,1703,reveal_position_by_quality,显示所有紫色品质藏品的位置,quality,紫,quality_紫_count,1,0,16,16,[],0,16,True,2005
session_b16cc40c721ec0f1,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,13,"[2, 3]",3,3,True,2022
session_b16cc40c721ec0f1,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[3],0,2,True,2029
session_b57050b326a9cb69,1,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,2,2,[],0,2,True,2043
session_b57050b326a9cb69,1,personal,303,quality_item_count,显示本局紫色品质藏品数量,quality,紫,quality_紫_count,1,14,0,0,[],0,14,True,2048
session_b57050b326a9cb69,2,public,109,reveal_outline_by_size,显示所有规格为3×3的藏品轮廓,size,3x3,size_3x3_count,1,0,1,9,[],0,1,True,2058
session_b57050b326a9cb69,2,personal,1808,size_average_value,计算本局所有规格为3×2的藏品平均价值,size,3x2,size_3x2_average_value,1,109576,0,0,[],0,109576.0,True,2063
session_b57050b326a9cb69,3,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,2073
session_b57050b326a9cb69,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2077
session_b57050b326a9cb69,4,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,2,12,[],0,2,True,2089
session_b57050b326a9cb69,4,personal,601,quality_total_value,计算本局白色品质藏品总价值,quality,白,quality_白_total_value,1,31287,0,0,[],0,31287,True,2093
session_b57050b326a9cb69,5,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,1784617,0,0,[],0,1784617,True,2104
session_b57050b326a9cb69,5,personal,1702,reveal_position_by_quality,显示所有蓝色品质藏品的位置,quality,蓝,quality_蓝_count,1,0,4,4,[],0,4,True,2107
session_c855f8f9a05797e5,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,12,12,[],0,12,True,2125
session_c855f8f9a05797e5,1,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,316,0,0,[],0,316.666667,False,2132
session_c855f8f9a05797e5,2,public,109,reveal_outline_by_size,显示所有规格为3×3的藏品轮廓,size,3x3,size_3x3_count,1,0,2,18,[],0,2,True,2140
session_c855f8f9a05797e5,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,3,[3],1,1,True,2145
session_c855f8f9a05797e5,3,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,160,0,0,[],0,160,True,2155
session_c855f8f9a05797e5,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[3],1,1,True,2162
session_c855f8f9a05797e5,4,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,7,42,[],0,7,True,2170
session_c855f8f9a05797e5,4,personal,1904,quality_average_area,计算本局所有金色品质藏品的平均占用格数,quality,金,quality_金_average_area,100,291,0,0,[],0,291.666667,False,2174
session_4f063bf882fc90f9,1,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,5,0,0,[],0,5,True,2191
session_4f063bf882fc90f9,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 2]",0,2,True,2198
session_4f063bf882fc90f9,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,1,3,[],0,1,True,2206
session_4f063bf882fc90f9,2,personal,1807,size_average_value,计算本局所有规格为3×1的藏品平均价值,size,3x1,size_3x1_average_value,1,36887,0,0,[],0,36887.0,True,2209
session_4c7e644f06c18308,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,13,"[2, 3, 4]",3,3,True,2227
session_4c7e644f06c18308,1,personal,303,quality_item_count,显示本局紫色品质藏品数量,quality,紫,quality_紫_count,1,10,0,0,[],0,10,True,2234
session_4c7e644f06c18308,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,5,30,[],0,5,True,2245
session_4c7e644f06c18308,2,personal,1802,size_average_value,计算本局所有规格为1×2的藏品平均价值,size,1x2,size_1x2_average_value,1,59637,0,0,[],0,91815.4,False,2250
session_4c7e644f06c18308,3,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,8,0,0,[],0,8,True,2260
session_4c7e644f06c18308,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2263
session_4c7e644f06c18308,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,6,6,[],0,6,True,2275
session_4c7e644f06c18308,4,personal,1901,quality_average_area,计算本局所有白色品质藏品的平均占用格数,quality,白,quality_白_average_area,100,433,0,0,[],0,433.333333,True,2278
session_f02a1c4aeae0031f,1,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,1257025,0,0,[],0,1257025,True,2297
session_f02a1c4aeae0031f,1,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,16164,0,0,[],0,16164,True,2302
session_f02a1c4aeae0031f,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,4,12,[],0,4,True,2316
session_f02a1c4aeae0031f,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[3],1,1,True,2321
session_f02a1c4aeae0031f,3,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,1635681,0,0,[],0,1635681,True,2332
session_f02a1c4aeae0031f,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,3,[3],1,1,True,2336
session_16bf21afa6422ebd,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,10,"[1, 2, 3]",3,3,True,2353
session_16bf21afa6422ebd,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 3]",0,2,True,2360
session_3657d9c270ff44c3,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,14,14,[],0,14,True,2374
session_3657d9c270ff44c3,1,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,384,0,0,[],0,384.615385,False,2378
session_3657d9c270ff44c3,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,5,30,[],0,5,True,2389
session_3657d9c270ff44c3,2,personal,1804,size_average_value,计算本局所有规格为2×1的藏品平均价值,size,2x1,size_2x1_average_value,1,90957,0,0,[],0,90957.0,True,2392
session_3657d9c270ff44c3,3,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,1,1,[],0,1,True,2404
session_3657d9c270ff44c3,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2407
session_3657d9c270ff44c3,4,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,4,12,[],0,4,True,2419
session_3657d9c270ff44c3,4,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,233992,0,0,[],0,233992,True,2422
session_3657d9c270ff44c3,5,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,2397895,0,0,[],0,2397895,True,2434
session_3657d9c270ff44c3,5,personal,1702,reveal_position_by_quality,显示所有蓝色品质藏品的位置,quality,蓝,quality_蓝_count,1,0,13,13,[],0,13,True,2437
